,Date,year,month,day,flow
16955,1995-01-26,1995,1,26,"14,7254"
17619,1995-01-27,1995,1,27,"14,2986"
18283,1995-01-28,1995,1,28,"15,1576"
18947,1995-01-29,1995,1,29,"15,5951"
19611,1995-01-30,1995,1,30,"19,2852"
20275,1995-01-31,1995,1,31,"21,76"
354,1995-02-01,1995,2,1,"31,1122"
1018,1995-02-02,1995,2,2,"29,3586"
1682,1995-02-03,1995,2,3,"20,2598"
2346,1995-02-04,1995,2,4,"20,2598"
3010,1995-02-05,1995,2,5,"24,3618"
3674,1995-02-06,1995,2,6,"25,983"
4338,1995-02-07,1995,2,7,"28,7837"
5002,1995-02-08,1995,2,8,"37,2694"
5666,1995-02-09,1995,2,9,"34,7495"
6330,1995-02-10,1995,2,10,"32,3055"
6994,1995-02-11,1995,2,11,"31,1122"
7658,1995-02-12,1995,2,12,"25,983"
8322,1995-02-13,1995,2,13,"26,5333"
8986,1995-02-14,1995,2,14,"28,2138"
9650,1995-02-15,1995,2,15,"31,1122"
10314,1995-02-16,1995,2,16,"31,1122"
10978,1995-02-17,1995,2,17,"29,9383"
11642,1995-02-18,1995,2,18,"23,8314"
12306,1995-02-19,1995,2,19,"22,7856"
12970,1995-02-20,1995,2,20,"25,983"
13634,1995-02-21,1995,2,21,"31,7065"
14298,1995-02-22,1995,2,22,"27,6487"
14962,1995-02-23,1995,2,23,"26,5333"
15626,1995-02-24,1995,2,24,"21,76"
16290,1995-02-25,1995,2,25,"21,2548"
16954,1995-02-26,1995,2,26,"20,7547"
17618,1995-02-27,1995,2,27,"20,2598"
18282,1995-02-28,1995,2,28,"19,7699"
353,1995-03-01,1995,3,1,"20,7547"
1017,1995-03-02,1995,3,2,"20,7547"
1681,1995-03-03,1995,3,3,"21,76"
2345,1995-03-04,1995,3,4,"23,306"
3009,1995-03-05,1995,3,5,"20,7547"
3673,1995-03-06,1995,3,6,"20,7547"
4337,1995-03-07,1995,3,7,"21,76"
5001,1995-03-08,1995,3,8,"20,7547"
5665,1995-03-09,1995,3,9,"21,76"
6329,1995-03-10,1995,3,10,"20,7547"
6993,1995-03-11,1995,3,11,"19,2852"
7657,1995-03-12,1995,3,12,"19,2852"
8321,1995-03-13,1995,3,13,"19,7699"
8985,1995-03-14,1995,3,14,"22,2703"
9649,1995-03-15,1995,3,15,"24,3618"
10313,1995-03-16,1995,3,16,"23,8314"
10977,1995-03-17,1995,3,17,"21,2548"
11641,1995-03-18,1995,3,18,"19,7699"
12305,1995-03-19,1995,3,19,"23,8314"
12969,1995-03-20,1995,3,20,"28,2138"
13633,1995-03-21,1995,3,21,"23,306"
14297,1995-03-22,1995,3,22,"22,7856"
14961,1995-03-23,1995,3,23,"21,76"
15625,1995-03-24,1995,3,24,"26,5333"
16289,1995-03-25,1995,3,25,"25,4376"
16953,1995-03-26,1995,3,26,"23,306"
17617,1995-03-27,1995,3,27,"25,983"
18281,1995-03-28,1995,3,28,"25,4376"
18945,1995-03-29,1995,3,29,"31,7065"
19609,1995-03-30,1995,3,30,"33,5179"
20273,1995-03-31,1995,3,31,"26,5333"
352,1995-04-01,1995,4,1,"36,0"
1016,1995-04-02,1995,4,2,"32,3055"
1680,1995-04-03,1995,4,3,"26,5333"
2344,1995-04-04,1995,4,4,"23,306"
3008,1995-04-05,1995,4,5,"22,2703"
3672,1995-04-06,1995,4,6,"21,76"
4336,1995-04-07,1995,4,7,"21,76"
5000,1995-04-08,1995,4,8,"23,306"
5664,1995-04-09,1995,4,9,"27,0885"
6328,1995-04-10,1995,4,10,"24,8972"
6992,1995-04-11,1995,4,11,"22,2703"
7656,1995-04-12,1995,4,12,"23,306"
8320,1995-04-13,1995,4,13,"22,7856"
8984,1995-04-14,1995,4,14,"21,2548"
9648,1995-04-15,1995,4,15,"20,2598"
10312,1995-04-16,1995,4,16,"19,7699"
10976,1995-04-17,1995,4,17,"19,7699"
11640,1995-04-18,1995,4,18,"19,7699"
12304,1995-04-19,1995,4,19,"19,2852"
12968,1995-04-20,1995,4,20,"21,76"
13632,1995-04-21,1995,4,21,"20,7547"
14296,1995-04-22,1995,4,22,"20,2598"
14960,1995-04-23,1995,4,23,"19,7699"
15624,1995-04-24,1995,4,24,"19,2852"
16288,1995-04-25,1995,4,25,"18,8057"
16952,1995-04-26,1995,4,26,"18,3313"
17616,1995-04-27,1995,4,27,"18,8057"
18280,1995-04-28,1995,4,28,"20,2598"
18944,1995-04-29,1995,4,29,"17,3982"
19608,1995-04-30,1995,4,30,"18,3313"
351,1995-05-01,1995,5,1,"17,8621"
1015,1995-05-02,1995,5,2,"17,3982"
1679,1995-05-03,1995,5,3,"17,3982"
2343,1995-05-04,1995,5,4,"17,3982"
3007,1995-05-05,1995,5,5,"16,9395"
3671,1995-05-06,1995,5,6,"24,3618"
4335,1995-05-07,1995,5,7,"32,9093"
4999,1995-05-08,1995,5,8,"27,6487"
5663,1995-05-09,1995,5,9,"24,3618"
6327,1995-05-10,1995,5,10,"22,7856"
6991,1995-05-11,1995,5,11,"22,2703"
7655,1995-05-12,1995,5,12,"21,76"
8319,1995-05-13,1995,5,13,"20,2598"
8983,1995-05-14,1995,5,14,"21,76"
9647,1995-05-15,1995,5,15,"20,2598"
10311,1995-05-16,1995,5,16,"20,7547"
10975,1995-05-17,1995,5,17,"20,2598"
11639,1995-05-18,1995,5,18,"20,2598"
12303,1995-05-19,1995,5,19,"19,2852"
12967,1995-05-20,1995,5,20,"19,2852"
13631,1995-05-21,1995,5,21,"18,8057"
14295,1995-05-22,1995,5,22,"18,8057"
14959,1995-05-23,1995,5,23,"18,3313"
15623,1995-05-24,1995,5,24,"18,3313"
16287,1995-05-25,1995,5,25,"18,3313"
16951,1995-05-26,1995,5,26,"17,8621"
17615,1995-05-27,1995,5,27,"17,8621"
18279,1995-05-28,1995,5,28,"17,8621"
18943,1995-05-29,1995,5,29,"17,3982"
19607,1995-05-30,1995,5,30,"17,3982"
20271,1995-05-31,1995,5,31,"16,9395"
350,1995-06-01,1995,6,1,"18,3313"
1014,1995-06-02,1995,6,2,"18,3313"
1678,1995-06-03,1995,6,3,"17,8621"
2342,1995-06-04,1995,6,4,"17,8621"
3006,1995-06-05,1995,6,5,"17,3982"
3670,1995-06-06,1995,6,6,"17,3982"
4334,1995-06-07,1995,6,7,"16,9395"
4998,1995-06-08,1995,6,8,"16,9395"
5662,1995-06-09,1995,6,9,"16,4861"
6326,1995-06-10,1995,6,10,"16,0379"
6990,1995-06-11,1995,6,11,"16,0379"
7654,1995-06-12,1995,6,12,"15,5951"
8318,1995-06-13,1995,6,13,"15,5951"
8982,1995-06-14,1995,6,14,"15,1576"
9646,1995-06-15,1995,6,15,"15,1576"
10310,1995-06-16,1995,6,16,"14,7254"
10974,1995-06-17,1995,6,17,"14,7254"
11638,1995-06-18,1995,6,18,"15,1576"
12302,1995-06-19,1995,6,19,"15,1576"
12966,1995-06-20,1995,6,20,"15,5951"
13630,1995-06-21,1995,6,21,"15,1576"
14294,1995-06-22,1995,6,22,"15,1576"
14958,1995-06-23,1995,6,23,"17,3982"
15622,1995-06-24,1995,6,24,"15,1576"
16286,1995-06-25,1995,6,25,"15,1576"
16950,1995-06-26,1995,6,26,"16,4861"
17614,1995-06-27,1995,6,27,"16,0379"
18278,1995-06-28,1995,6,28,"15,5951"
18942,1995-06-29,1995,6,29,"14,7254"
19606,1995-06-30,1995,6,30,"14,2986"
349,1995-07-01,1995,7,1,"13,8772"
1013,1995-07-02,1995,7,2,"13,8772"
1677,1995-07-03,1995,7,3,"13,4612"
2341,1995-07-04,1995,7,4,"13,4612"
3005,1995-07-05,1995,7,5,"13,4612"
3669,1995-07-06,1995,7,6,"13,0506"
4333,1995-07-07,1995,7,7,"13,4612"
4997,1995-07-08,1995,7,8,"13,0506"
5661,1995-07-09,1995,7,9,"13,0506"
6325,1995-07-10,1995,7,10,"14,7254"
6989,1995-07-11,1995,7,11,"13,0506"
7653,1995-07-12,1995,7,12,"13,0506"
8317,1995-07-13,1995,7,13,"12,6455"
8981,1995-07-14,1995,7,14,"12,2459"
9645,1995-07-15,1995,7,15,"12,2459"
10309,1995-07-16,1995,7,16,"11,8518"
10973,1995-07-17,1995,7,17,"11,8518"
11637,1995-07-18,1995,7,18,"11,8518"
12301,1995-07-19,1995,7,19,"11,4633"
12965,1995-07-20,1995,7,20,"11,4633"
13629,1995-07-21,1995,7,21,"11,4633"
14293,1995-07-22,1995,7,22,"11,4633"
14957,1995-07-23,1995,7,23,"11,0803"
15621,1995-07-24,1995,7,24,"11,0803"
16285,1995-07-25,1995,7,25,"11,0803"
16949,1995-07-26,1995,7,26,"10,7029"
17613,1995-07-27,1995,7,27,"10,7029"
18277,1995-07-28,1995,7,28,"10,7029"
18941,1995-07-29,1995,7,29,"10,7029"
19605,1995-07-30,1995,7,30,"10,7029"
20269,1995-07-31,1995,7,31,"10,3311"
348,1995-08-01,1995,8,1,"10,3311"
1012,1995-08-02,1995,8,2,"10,3311"
1676,1995-08-03,1995,8,3,"9,9649"
2340,1995-08-04,1995,8,4,"9,9649"
3004,1995-08-05,1995,8,5,"9,9649"
3668,1995-08-06,1995,8,6,"9,9649"
4332,1995-08-07,1995,8,7,"9,6045"
4996,1995-08-08,1995,8,8,"9,6045"
5660,1995-08-09,1995,8,9,"9,2497"
6324,1995-08-10,1995,8,10,"9,2497"
6988,1995-08-11,1995,8,11,"9,2497"
7652,1995-08-12,1995,8,12,"8,9007"
8316,1995-08-13,1995,8,13,"8,9007"
8980,1995-08-14,1995,8,14,"8,5575"
9644,1995-08-15,1995,8,15,"8,5575"
10308,1995-08-16,1995,8,16,"8,5575"
10972,1995-08-17,1995,8,17,"8,5575"
11636,1995-08-18,1995,8,18,"8,22"
12300,1995-08-19,1995,8,19,"8,22"
12964,1995-08-20,1995,8,20,"8,22"
13628,1995-08-21,1995,8,21,"8,22"
14292,1995-08-22,1995,8,22,"7,8884"
14956,1995-08-23,1995,8,23,"7,8884"
15620,1995-08-24,1995,8,24,"7,8884"
16284,1995-08-25,1995,8,25,"7,5627"
16948,1995-08-26,1995,8,26,"7,5627"
17612,1995-08-27,1995,8,27,"7,5627"
18276,1995-08-28,1995,8,28,"7,5627"
18940,1995-08-29,1995,8,29,"7,2428"
19604,1995-08-30,1995,8,30,"7,2428"
20268,1995-08-31,1995,8,31,"7,2428"
347,1995-09-01,1995,9,1,"7,5627"
1011,1995-09-02,1995,9,2,"7,5627"
1675,1995-09-03,1995,9,3,"7,2428"
2339,1995-09-04,1995,9,4,"7,2428"
3003,1995-09-05,1995,9,5,"7,2428"
3667,1995-09-06,1995,9,6,"6,9289"
4331,1995-09-07,1995,9,7,"6,9289"
4995,1995-09-08,1995,9,8,"6,9289"
5659,1995-09-09,1995,9,9,"6,9289"
6323,1995-09-10,1995,9,10,"6,9289"
6987,1995-09-11,1995,9,11,"6,9289"
7651,1995-09-12,1995,9,12,"6,9289"
8315,1995-09-13,1995,9,13,"6,9289"
8979,1995-09-14,1995,9,14,"6,621"
9643,1995-09-15,1995,9,15,"6,621"
10307,1995-09-16,1995,9,16,"13,4612"
10971,1995-09-17,1995,9,17,"12,2459"
11635,1995-09-18,1995,9,18,"9,6045"
12299,1995-09-19,1995,9,19,"7,5627"
12963,1995-09-20,1995,9,20,"7,5627"
13627,1995-09-21,1995,9,21,"7,2428"
14291,1995-09-22,1995,9,22,"7,2428"
14955,1995-09-23,1995,9,23,"6,9289"
15619,1995-09-24,1995,9,24,"6,9289"
16283,1995-09-25,1995,9,25,"7,5627"
16947,1995-09-26,1995,9,26,"7,5627"
17611,1995-09-27,1995,9,27,"7,2428"
18275,1995-09-28,1995,9,28,"7,2428"
18939,1995-09-29,1995,9,29,"6,9289"
19603,1995-09-30,1995,9,30,"6,9289"
346,1995-10-01,1995,10,1,"6,9289"
1010,1995-10-02,1995,10,2,"6,9289"
1674,1995-10-03,1995,10,3,"6,9289"
2338,1995-10-04,1995,10,4,"7,2428"
3002,1995-10-05,1995,10,5,"7,5627"
3666,1995-10-06,1995,10,6,"7,5627"
4330,1995-10-07,1995,10,7,"7,2428"
4994,1995-10-08,1995,10,8,"6,9289"
5658,1995-10-09,1995,10,9,"6,9289"
6322,1995-10-10,1995,10,10,"6,9289"
6986,1995-10-11,1995,10,11,"7,5627"
7650,1995-10-12,1995,10,12,"8,22"
8314,1995-10-13,1995,10,13,"7,5627"
8978,1995-10-14,1995,10,14,"7,5627"
9642,1995-10-15,1995,10,15,"8,5575"
10306,1995-10-16,1995,10,16,"7,8884"
10970,1995-10-17,1995,10,17,"7,5627"
11634,1995-10-18,1995,10,18,"7,2428"
12298,1995-10-19,1995,10,19,"7,2428"
12962,1995-10-20,1995,10,20,"6,9289"
13626,1995-10-21,1995,10,21,"6,9289"
14290,1995-10-22,1995,10,22,"6,9289"
14954,1995-10-23,1995,10,23,"6,621"
15618,1995-10-24,1995,10,24,"6,621"
16282,1995-10-25,1995,10,25,"6,3191"
16946,1995-10-26,1995,10,26,"6,3191"
17610,1995-10-27,1995,10,27,"6,3191"
18274,1995-10-28,1995,10,28,"6,3191"
18938,1995-10-29,1995,10,29,"6,0233"
19602,1995-10-30,1995,10,30,"8,9007"
20266,1995-10-31,1995,10,31,"8,9007"
345,1995-11-01,1995,11,1,"7,8884"
1009,1995-11-02,1995,11,2,"7,5627"
1673,1995-11-03,1995,11,3,"7,5627"
2337,1995-11-04,1995,11,4,"7,2428"
3001,1995-11-05,1995,11,5,"6,9289"
3665,1995-11-06,1995,11,6,"6,9289"
4329,1995-11-07,1995,11,7,"6,9289"
4993,1995-11-08,1995,11,8,"6,621"
5657,1995-11-09,1995,11,9,"6,3191"
6321,1995-11-10,1995,11,10,"6,0233"
6985,1995-11-11,1995,11,11,"6,621"
7649,1995-11-12,1995,11,12,"6,9289"
8313,1995-11-13,1995,11,13,"6,621"
8977,1995-11-14,1995,11,14,"6,0233"
9641,1995-11-15,1995,11,15,"6,9289"
10305,1995-11-16,1995,11,16,"6,9289"
10969,1995-11-17,1995,11,17,"7,5627"
11633,1995-11-18,1995,11,18,"6,9289"
12297,1995-11-19,1995,11,19,"6,3191"
12961,1995-11-20,1995,11,20,"6,3191"
13625,1995-11-21,1995,11,21,"6,621"
14289,1995-11-22,1995,11,22,"6,9289"
14953,1995-11-23,1995,11,23,"6,621"
15617,1995-11-24,1995,11,24,"11,0803"
16281,1995-11-25,1995,11,25,"10,7029"
16945,1995-11-26,1995,11,26,"9,9649"
17609,1995-11-27,1995,11,27,"9,6045"
18273,1995-11-28,1995,11,28,"8,5575"
18937,1995-11-29,1995,11,29,"7,8884"
19601,1995-11-30,1995,11,30,"7,5627"
344,1995-12-01,1995,12,1,"5,4499"
1008,1995-12-02,1995,12,2,"4,3779"
1672,1995-12-03,1995,12,3,"4,1257"
2336,1995-12-04,1995,12,4,"6,0233"
3000,1995-12-05,1995,12,5,"5,7335"
3664,1995-12-06,1995,12,6,"5,4499"
4328,1995-12-07,1995,12,7,"4,9013"
4992,1995-12-08,1995,12,8,"5,4499"
5656,1995-12-09,1995,12,9,"6,9289"
6320,1995-12-10,1995,12,10,"5,7335"
6984,1995-12-11,1995,12,11,"7,8884"
7648,1995-12-12,1995,12,12,"8,5575"
8312,1995-12-13,1995,12,13,"11,4633"
8976,1995-12-14,1995,12,14,"31,7065"
9640,1995-12-15,1995,12,15,"34,7495"
10304,1995-12-16,1995,12,16,"21,76"
10968,1995-12-17,1995,12,17,"13,4612"
11632,1995-12-18,1995,12,18,"13,8772"
12296,1995-12-19,1995,12,19,"12,6455"
12960,1995-12-20,1995,12,20,"9,9649"
13624,1995-12-21,1995,12,21,"9,6045"
14288,1995-12-22,1995,12,22,"8,9007"
14952,1995-12-23,1995,12,23,"8,22"
15616,1995-12-24,1995,12,24,"7,8884"
16280,1995-12-25,1995,12,25,"7,8884"
16944,1995-12-26,1995,12,26,"11,0803"
17608,1995-12-27,1995,12,27,"15,1576"
18272,1995-12-28,1995,12,28,"23,306"
18936,1995-12-29,1995,12,29,"19,2852"
19600,1995-12-30,1995,12,30,"17,3982"
20264,1995-12-31,1995,12,31,"14,7254"
343,1996-01-01,1996,1,1,"26,5333"
1007,1996-01-02,1996,1,2,"31,1122"
1671,1996-01-03,1996,1,3,"50,9838"
2335,1996-01-04,1996,1,4,"37,2694"
2999,1996-01-05,1996,1,5,"29,3586"
3663,1996-01-06,1996,1,6,"22,7856"
4327,1996-01-07,1996,1,7,"23,306"
4991,1996-01-08,1996,1,8,"21,2548"
5655,1996-01-09,1996,1,9,"19,2852"
6319,1996-01-10,1996,1,10,"21,2548"
6983,1996-01-11,1996,1,11,"21,2548"
7647,1996-01-12,1996,1,12,"22,7856"
8311,1996-01-13,1996,1,13,"28,7837"
8975,1996-01-14,1996,1,14,"29,3586"
9639,1996-01-15,1996,1,15,"23,306"
10303,1996-01-16,1996,1,16,"18,8057"
10967,1996-01-17,1996,1,17,"16,9395"
11631,1996-01-18,1996,1,18,"16,0379"
12295,1996-01-19,1996,1,19,"16,0379"
12959,1996-01-20,1996,1,20,"16,0379"
13623,1996-01-21,1996,1,21,"29,9383"
14287,1996-01-22,1996,1,22,"23,306"
14951,1996-01-23,1996,1,23,"18,8057"
15615,1996-01-24,1996,1,24,"17,3982"
16279,1996-01-25,1996,1,25,"16,4861"
16943,1996-01-26,1996,1,26,"15,5951"
17607,1996-01-27,1996,1,27,"16,9395"
18271,1996-01-28,1996,1,28,"19,2852"
18935,1996-01-29,1996,1,29,"17,8621"
19599,1996-01-30,1996,1,30,"16,0379"
20263,1996-01-31,1996,1,31,"16,9395"
342,1996-02-01,1996,2,1,"26,5333"
1006,1996-02-02,1996,2,2,"37,2694"
1670,1996-02-03,1996,2,3,"42,5343"
2334,1996-02-04,1996,2,4,"27,5091"
2998,1996-02-05,1996,2,5,"25,8599"
3662,1996-02-06,1996,2,6,"24,2528"
4326,1996-02-07,1996,2,7,"25,3195"
4990,1996-02-08,1996,2,8,"22,6885"
5654,1996-02-09,1996,2,9,"20,67"
6318,1996-02-10,1996,2,10,"20,1775"
6982,1996-02-11,1996,2,11,"19,2552"
7646,1996-02-12,1996,2,12,"19,2552"
8310,1996-02-13,1996,2,13,"19,2552"
8974,1996-02-14,1996,2,14,"19,2552"
9638,1996-02-15,1996,2,15,"18,8035"
10302,1996-02-16,1996,2,16,"17,9114"
10966,1996-02-17,1996,2,17,"17,0344"
11630,1996-02-18,1996,2,18,"16,6017"
12294,1996-02-19,1996,2,19,"16,6017"
12958,1996-02-20,1996,2,20,"17,9114"
13622,1996-02-21,1996,2,21,"17,471"
14286,1996-02-22,1996,2,22,"18,8035"
14950,1996-02-23,1996,2,23,"23,7266"
15614,1996-02-24,1996,2,24,"28,0682"
16278,1996-02-25,1996,2,25,"21,6696"
16942,1996-02-26,1996,2,26,"23,7266"
17606,1996-02-27,1996,2,27,"24,2528"
18270,1996-02-28,1996,2,28,"25,3195"
18934,1996-02-29,1996,2,29,"23,2052"
341,1996-03-01,1996,3,1,"22,1766"
1005,1996-03-02,1996,3,2,"21,1674"
1669,1996-03-03,1996,3,3,"19,7106"
2333,1996-03-04,1996,3,4,"19,2552"
2997,1996-03-05,1996,3,5,"20,67"
3661,1996-03-06,1996,3,6,"22,1766"
4325,1996-03-07,1996,3,7,"21,6696"
4989,1996-03-08,1996,3,8,"20,67"
5653,1996-03-09,1996,3,9,"21,1674"
6317,1996-03-10,1996,3,10,"23,7266"
6981,1996-03-11,1996,3,11,"34,5194"
7645,1996-03-12,1996,3,12,"35,7508"
8309,1996-03-13,1996,3,13,"24,7838"
8973,1996-03-14,1996,3,14,"22,6885"
9637,1996-03-15,1996,3,15,"22,6885"
10301,1996-03-16,1996,3,16,"21,1674"
10965,1996-03-17,1996,3,17,"21,1674"
11629,1996-03-18,1996,3,18,"23,2052"
12293,1996-03-19,1996,3,19,"22,6885"
12957,1996-03-20,1996,3,20,"32,7056"
13621,1996-03-21,1996,3,21,"28,6318"
14285,1996-03-22,1996,3,22,"24,2528"
14949,1996-03-23,1996,3,23,"21,6696"
15613,1996-03-24,1996,3,24,"20,1775"
16277,1996-03-25,1996,3,25,"28,6318"
16941,1996-03-26,1996,3,26,"29,773"
17605,1996-03-27,1996,3,27,"26,9547"
18269,1996-03-28,1996,3,28,"25,3195"
18933,1996-03-29,1996,3,29,"21,6696"
19597,1996-03-30,1996,3,30,"20,1775"
20261,1996-03-31,1996,3,31,"20,1775"
340,1996-04-01,1996,4,1,"20,67"
1004,1996-04-02,1996,4,2,"22,6885"
1668,1996-04-03,1996,4,3,"22,6885"
2332,1996-04-04,1996,4,4,"19,7106"
2996,1996-04-05,1996,4,5,"19,2552"
3660,1996-04-06,1996,4,6,"18,8035"
4324,1996-04-07,1996,4,7,"18,3555"
4988,1996-04-08,1996,4,8,"17,9114"
5652,1996-04-09,1996,4,9,"18,8035"
6316,1996-04-10,1996,4,10,"18,3555"
6980,1996-04-11,1996,4,11,"18,3555"
7644,1996-04-12,1996,4,12,"27,5091"
8308,1996-04-13,1996,4,13,"30,9324"
8972,1996-04-14,1996,4,14,"31,519"
9636,1996-04-15,1996,4,15,"38,2668"
10300,1996-04-16,1996,4,16,"28,6318"
10964,1996-04-17,1996,4,17,"26,4049"
11628,1996-04-18,1996,4,18,"25,8599"
12292,1996-04-19,1996,4,19,"23,7266"
12956,1996-04-20,1996,4,20,"22,6885"
13620,1996-04-21,1996,4,21,"21,6696"
14284,1996-04-22,1996,4,22,"20,67"
14948,1996-04-23,1996,4,23,"20,1775"
15612,1996-04-24,1996,4,24,"19,7106"
16276,1996-04-25,1996,4,25,"19,2552"
16940,1996-04-26,1996,4,26,"18,8035"
17604,1996-04-27,1996,4,27,"18,8035"
18268,1996-04-28,1996,4,28,"18,8035"
18932,1996-04-29,1996,4,29,"18,3555"
19596,1996-04-30,1996,4,30,"18,3555"
339,1996-05-01,1996,5,1,"18,3555"
1003,1996-05-02,1996,5,2,"17,9114"
1667,1996-05-03,1996,5,3,"17,9114"
2331,1996-05-04,1996,5,4,"17,9114"
2995,1996-05-05,1996,5,5,"17,9114"
3659,1996-05-06,1996,5,6,"17,471"
4323,1996-05-07,1996,5,7,"17,471"
4987,1996-05-08,1996,5,8,"17,471"
5651,1996-05-09,1996,5,9,"17,471"
6315,1996-05-10,1996,5,10,"17,9114"
6979,1996-05-11,1996,5,11,"18,8035"
7643,1996-05-12,1996,5,12,"17,9114"
8307,1996-05-13,1996,5,13,"17,9114"
8971,1996-05-14,1996,5,14,"17,471"
9635,1996-05-15,1996,5,15,"17,471"
10299,1996-05-16,1996,5,16,"18,8035"
10963,1996-05-17,1996,5,17,"19,7106"
11627,1996-05-18,1996,5,18,"18,8035"
12291,1996-05-19,1996,5,19,"17,9114"
12955,1996-05-20,1996,5,20,"17,9114"
13619,1996-05-21,1996,5,21,"17,471"
14283,1996-05-22,1996,5,22,"17,471"
14947,1996-05-23,1996,5,23,"17,471"
15611,1996-05-24,1996,5,24,"17,0344"
16275,1996-05-25,1996,5,25,"17,0344"
16939,1996-05-26,1996,5,26,"17,471"
17603,1996-05-27,1996,5,27,"17,471"
18267,1996-05-28,1996,5,28,"17,0344"
18931,1996-05-29,1996,5,29,"16,6017"
19595,1996-05-30,1996,5,30,"16,6017"
20259,1996-05-31,1996,5,31,"16,1728"
338,1996-06-01,1996,6,1,"15,7479"
1002,1996-06-02,1996,6,2,"15,7479"
1666,1996-06-03,1996,6,3,"15,3268"
2330,1996-06-04,1996,6,4,"15,3268"
2994,1996-06-05,1996,6,5,"14,9098"
3658,1996-06-06,1996,6,6,"14,9098"
4322,1996-06-07,1996,6,7,"14,9098"
4986,1996-06-08,1996,6,8,"14,9098"
5650,1996-06-09,1996,6,9,"14,4968"
6314,1996-06-10,1996,6,10,"14,4968"
6978,1996-06-11,1996,6,11,"14,0878"
7642,1996-06-12,1996,6,12,"14,0878"
8306,1996-06-13,1996,6,13,"14,0878"
8970,1996-06-14,1996,6,14,"14,4968"
9634,1996-06-15,1996,6,15,"14,4968"
10298,1996-06-16,1996,6,16,"14,0878"
10962,1996-06-17,1996,6,17,"14,0878"
11626,1996-06-18,1996,6,18,"13,6829"
12290,1996-06-19,1996,6,19,"13,6829"
12954,1996-06-20,1996,6,20,"13,2821"
13618,1996-06-21,1996,6,21,"13,2821"
14282,1996-06-22,1996,6,22,"13,2821"
14946,1996-06-23,1996,6,23,"12,8855"
15610,1996-06-24,1996,6,24,"12,8855"
16274,1996-06-25,1996,6,25,"12,8855"
16938,1996-06-26,1996,6,26,"12,8855"
17602,1996-06-27,1996,6,27,"12,8855"
18266,1996-06-28,1996,6,28,"13,2821"
18930,1996-06-29,1996,6,29,"13,6829"
19594,1996-06-30,1996,6,30,"14,4968"
337,1996-07-01,1996,7,1,"13,6829"
1001,1996-07-02,1996,7,2,"13,2821"
1665,1996-07-03,1996,7,3,"13,2821"
2329,1996-07-04,1996,7,4,"12,8855"
2993,1996-07-05,1996,7,5,"12,8855"
3657,1996-07-06,1996,7,6,"12,493"
4321,1996-07-07,1996,7,7,"12,493"
4985,1996-07-08,1996,7,8,"12,1048"
5649,1996-07-09,1996,7,9,"11,7208"
6313,1996-07-10,1996,7,10,"13,2821"
6977,1996-07-11,1996,7,11,"13,2821"
7641,1996-07-12,1996,7,12,"11,7208"
8305,1996-07-13,1996,7,13,"11,7208"
8969,1996-07-14,1996,7,14,"11,7208"
9633,1996-07-15,1996,7,15,"11,7208"
10297,1996-07-16,1996,7,16,"11,3412"
10961,1996-07-17,1996,7,17,"11,3412"
11625,1996-07-18,1996,7,18,"11,3412"
12289,1996-07-19,1996,7,19,"10,9659"
12953,1996-07-20,1996,7,20,"10,9659"
13617,1996-07-21,1996,7,21,"10,9659"
14281,1996-07-22,1996,7,22,"10,9659"
14945,1996-07-23,1996,7,23,"10,9659"
15609,1996-07-24,1996,7,24,"10,9659"
16273,1996-07-25,1996,7,25,"10,5951"
16937,1996-07-26,1996,7,26,"10,5951"
17601,1996-07-27,1996,7,27,"10,2286"
18265,1996-07-28,1996,7,28,"10,2286"
18929,1996-07-29,1996,7,29,"9,8667"
19593,1996-07-30,1996,7,30,"9,8667"
20257,1996-07-31,1996,7,31,"11,3412"
336,1996-08-01,1996,8,1,"12,1048"
1000,1996-08-02,1996,8,2,"10,9659"
1664,1996-08-03,1996,8,3,"10,2286"
2328,1996-08-04,1996,8,4,"10,2286"
2992,1996-08-05,1996,8,5,"9,8667"
3656,1996-08-06,1996,8,6,"9,8667"
4320,1996-08-07,1996,8,7,"9,5093"
4984,1996-08-08,1996,8,8,"9,5093"
5648,1996-08-09,1996,8,9,"9,5093"
6312,1996-08-10,1996,8,10,"9,5093"
6976,1996-08-11,1996,8,11,"10,5951"
7640,1996-08-12,1996,8,12,"10,2286"
8304,1996-08-13,1996,8,13,"9,8667"
8968,1996-08-14,1996,8,14,"9,5093"
9632,1996-08-15,1996,8,15,"9,5093"
10296,1996-08-16,1996,8,16,"9,8667"
10960,1996-08-17,1996,8,17,"10,9659"
11624,1996-08-18,1996,8,18,"10,2286"
12288,1996-08-19,1996,8,19,"9,8667"
12952,1996-08-20,1996,8,20,"9,1565"
13616,1996-08-21,1996,8,21,"8,8084"
14280,1996-08-22,1996,8,22,"8,465"
14944,1996-08-23,1996,8,23,"8,1263"
15608,1996-08-24,1996,8,24,"8,1263"
16272,1996-08-25,1996,8,25,"8,1263"
16936,1996-08-26,1996,8,26,"7,7925"
17600,1996-08-27,1996,8,27,"7,7925"
18264,1996-08-28,1996,8,28,"7,7925"
18928,1996-08-29,1996,8,29,"7,7925"
19592,1996-08-30,1996,8,30,"7,7925"
20256,1996-08-31,1996,8,31,"7,4635"
335,1996-09-01,1996,9,1,"8,465"
999,1996-09-02,1996,9,2,"8,465"
